Date,SPX.open,SPX.high,SPX.low,SPX.close,SPX.volume,SPX.total_ret_index_gross_dvd,SPX.total_ret_index_net_dvd
1999-05-10,1345.0,1352.01,1334.0,1340.3,667319800.0,3949.6875,2604.935
1999-05-11,1340.3,1360.03,1340.3,1355.61,720249300.0,3995.044,2634.8489
1999-05-12,1355.61,1366.95,1332.95,1364.0,741464000.0,4020.5452,2651.6677
1999-05-13,1364.0,1375.98,1364.0,1367.56,737167600.0,4031.1245,2658.6453
1999-05-14,1367.56,1367.56,1332.71,1337.8,741703000.0,3943.5383,2600.8794
1999-05-17,1337.8,1339.95,1321.18,1339.49,625731700.0,3948.6292,2604.237
1999-05-18,1339.49,1345.46,1323.37,1333.32,695124900.0,3930.6997,2592.4119
1999-05-19,1333.32,1344.23,1328.27,1344.23,743034000.0,3963.0186,2613.727
1999-05-20,1344.23,1350.5,1338.83,1338.83,686171400.0,3947.301,2603.361
1999-05-21,1338.83,1340.9,1326.24,1330.29,640459200.0,3922.1548,2586.7764
1999-05-24,1330.29,1332.96,1303.46,1306.65,678594800.0,3852.4836,2540.8262
1999-05-25,1306.65,1317.48,1284.38,1284.4,779080600.0,3786.9558,2497.6086
1999-05-26,1284.4,1304.83,1278.53,1304.76,844386100.0,3847.521,2537.5532
1999-05-27,1304.76,1304.76,1277.31,1281.41,747204100.0,3779.1758,2492.4775
1999-05-28,1281.4,1303.94,1281.4,1301.84,563138100.0,3839.4434,2532.2256
1999-06-01,1301.84,1301.84,1281.49,1294.26,628061000.0,3817.2017,2517.5566
1999-06-02,1294.26,1297.07,1277.51,1294.81,673098800.0,3819.6084,2519.1438
1999-06-03,1294.81,1304.12,1294.23,1299.54,622806400.0,3833.61,2528.3784
1999-06-04,1299.54,1327.75,1299.54,1327.75,637400100.0,3916.8926,2583.306
1999-06-07,1327.75,1336.43,1325.89,1334.52,592915800.0,3937.0217,2596.5815
1999-06-08,1334.52,1334.52,1312.93,1317.33,591495200.0,3886.44,2563.2212
1999-06-09,1317.33,1325.95,1314.73,1318.64,591286800.0,3890.594,2565.9612
1999-06-10,1318.64,1318.64,1293.08,1302.82,655377100.0,3843.9543,2535.201
1999-06-11,1302.82,1311.91,1287.92,1293.64,629272900.0,3817.7163,2517.896
1999-06-14,1293.64,1301.93,1292.2,1294.0,582705400.0,3818.849,2518.643
1999-06-15,1294.0,1310.75,1294.0,1301.16,609507000.0,3839.9995,2532.5925
1999-06-16,1301.16,1332.83,1301.16,1330.41,817539000.0,3926.455,2589.6125
1999-06-17,1330.41,1343.54,1322.78,1339.9,674920300.0,3954.6448,2608.2043
1999-06-18,1339.9,1344.55,1333.48,1342.84,884016700.0,3963.3337,2613.935
1999-06-21,1342.84,1349.11,1337.68,1349.0,632373500.0,3981.5847,2625.972
1999-06-22,1349.0,1351.12,1335.58,1335.88,659313100.0,3942.8694,2600.4382
1999-06-23,1335.87,1335.87,1324.32,1333.06,628486200.0,3934.5935,2594.98
1999-06-24,1333.06,1333.06,1308.5,1315.78,635871200.0,3883.5994,2561.348
1999-06-25,1315.78,1329.07,1312.64,1315.31,524691600.0,3882.2197,2560.438
1999-06-28,1315.31,1333.68,1315.31,1331.35,567683700.0,3930.1028,2592.0183
1999-06-29,1331.35,1351.51,1328.4,1351.45,717191400.0,3989.4756,2631.1765
1999-06-30,1351.45,1372.93,1338.8,1372.71,956436700.0,4052.5225,2672.7576
1999-07-01,1372.71,1382.8,1360.76,1380.96,749536000.0,4077.0637,2688.9434
1999-07-02,1380.96,1391.22,1379.5,1391.22,531164800.0,4107.3545,2708.9211
1999-07-06,1391.22,1405.32,1387.14,1388.12,674310700.0,4098.656,2703.184
1999-07-07,1388.12,1395.86,1384.99,1395.86,704236600.0,4122.403,2718.8457
1999-07-08,1395.86,1403.13,1386.67,1394.42,756156600.0,4118.3706,2716.1863
1999-07-09,1394.42,1403.28,1394.42,1403.28,622031700.0,4144.538,2733.4446
1999-07-12,1403.28,1407.04,1394.7,1399.1,603243100.0,4132.1978,2725.306
1999-07-13,1399.1,1399.1,1386.84,1393.56,625784300.0,4116.003,2714.6248
1999-07-14,1393.56,1400.1,1386.54,1398.17,671455600.0,4129.719,2723.6711
1999-07-15,1398.17,1409.72,1398.17,1409.62,701953200.0,4163.554,2745.9863
1999-07-16,1409.62,1418.82,1406.99,1418.78,677535500.0,4190.6514,2763.858
1999-07-19,1418.78,1420.14,1404.6,1407.65,583767700.0,4157.8057,2742.195
1999-07-20,1407.65,1407.65,1375.18,1377.1,734991600.0,4067.5776,2682.687
1999-07-21,1377.1,1386.59,1372.64,1379.29,677203600.0,4074.2659,2687.0981
1999-07-22,1379.29,1379.29,1354.02,1360.97,736353100.0,4020.2134,2651.4487
1999-07-23,1360.97,1367.48,1349.91,1356.94,575150800.0,4008.309,2643.5977
1999-07-26,1356.94,1358.57,1346.11,1347.76,551971400.0,3981.192,2625.713
1999-07-27,1347.75,1368.77,1347.75,1362.84,665492600.0,4025.7373,2655.092
1999-07-28,1362.84,1370.53,1355.54,1365.4,615416700.0,4033.6487,2660.3098
1999-07-29,1365.4,1365.4,1332.82,1341.03,691430100.0,3962.2954,2613.2502
1999-07-30,1341.03,1350.92,1328.49,1328.72,631374400.0,3925.945,2589.2761
1999-08-02,1328.72,1344.73,1325.18,1328.05,581295000.0,3923.9766,2587.9778
1999-08-03,1328.05,1336.06,1314.94,1322.18,697338300.0,3906.7588,2576.6223
1999-08-04,1322.18,1330.09,1304.54,1305.33,703540200.0,3857.5486,2544.1665
1999-08-05,1305.33,1313.71,1287.3,1313.71,789182600.0,3882.6023,2560.6904
1999-08-06,1313.71,1316.75,1293.18,1300.29,628744100.0,3843.631,2534.8987
1999-08-09,1300.29,1306.71,1295.93,1297.8,636551600.0,3836.328,2530.0825
1999-08-10,1297.8,1298.78,1267.73,1281.43,792691400.0,3788.066,2498.2534
1999-08-11,1281.43,1301.93,1281.43,1301.93,739958900.0,3849.7012,2538.902
1999-08-12,1301.93,1313.61,1298.06,1298.16,700675900.0,3838.6858,2531.6375
1999-08-13,1298.16,1327.71,1298.16,1327.68,662835900.0,3926.1257,2589.3047
1999-08-16,1327.68,1331.1,1320.79,1330.77,542713800.0,3935.3757,2595.405
1999-08-17,1330.77,1344.16,1328.76,1344.16,654218000.0,3975.0037,2621.5398
1999-08-18,1344.16,1344.16,1332.07,1332.84,711779900.0,3941.9246,2599.724
1999-08-19,1332.84,1332.84,1315.37,1323.59,638030100.0,3914.756,2581.8064
1999-08-20,1323.59,1336.61,1323.59,1336.61,608661500.0,3953.272,2607.2075
1999-08-23,1336.61,1360.24,1336.61,1360.22,665655200.0,4023.1482,2653.2915
1999-08-24,1360.22,1373.32,1353.74,1363.5,730868800.0,4032.8745,2659.7063
1999-08-25,1363.5,1382.75,1359.18,1381.79,819498100.0,4087.2583,2695.5725
1999-08-26,1381.79,1381.79,1361.62,1362.01,719919900.0,4028.7952,2657.0156
1999-08-27,1362.01,1365.63,1347.35,1348.27,536489500.0,3988.4768,2630.4255
1999-08-30,1348.27,1350.58,1322.77,1324.02,535067500.0,3917.2053,2583.4214
1999-08-31,1324.02,1333.28,1306.91,1320.41,804852700.0,3906.5698,2576.4075
1999-09-01,1320.41,1331.18,1320.31,1331.07,666634900.0,3938.9878,2597.787
1999-09-02,1331.07,1331.07,1304.8,1319.11,665854500.0,3903.6438,2574.4778
1999-09-03,1319.11,1357.75,1319.11,1357.24,692920600.0,4016.614,2648.9822
1999-09-07,1357.24,1361.39,1349.59,1350.45,677026800.0,3996.877,2635.9656
1999-09-08,1350.45,1355.2,1337.36,1344.15,740044600.0,3978.6262,2623.929
1999-09-09,1344.15,1347.66,1333.91,1347.66,729556600.0,3989.0205,2630.784
1999-09-10,1347.66,1357.62,1346.2,1351.66,770032700.0,4000.8604,2638.5925
1999-09-13,1351.66,1351.66,1341.7,1344.13,631663800.0,3979.5027,2624.507
1999-09-14,1344.13,1344.13,1330.6,1336.29,701738500.0,3956.3198,2609.2178
1999-09-15,1336.29,1347.41,1317.97,1317.97,810062000.0,3902.2163,2573.5361
1999-09-16,1317.97,1322.51,1299.95,1318.48,718173600.0,3903.953,2574.6814
1999-09-17,1318.48,1337.54,1318.48,1335.42,857552000.0,3954.164,2607.796
1999-09-20,1335.42,1338.55,1330.62,1335.53,539934600.0,3954.5598,2608.057
1999-09-21,1335.52,1335.52,1302.06,1307.58,770803300.0,3871.8074,2553.4812
1999-09-22,1307.58,1316.2,1297.81,1310.51,782731600.0,3880.5698,2559.2603
1999-09-23,1310.51,1315.31,1277.3,1280.41,873671400.0,3791.456,2500.489
1999-09-24,1280.41,1281.21,1263.79,1277.36,903333800.0,3782.4258,2494.5334
1999-09-27,1277.36,1295.07,1277.36,1283.31,735022700.0,3800.0444,2506.1533
1999-09-28,1283.31,1285.39,1256.29,1282.2,825414100.0,3797.6985,2504.6062
1999-09-29,1282.2,1289.16,1268.16,1268.37,755375500.0,3756.993,2477.7605
1999-09-30,1268.37,1291.32,1268.37,1282.71,902453900.0,3799.469,2505.7737
1999-10-01,1282.71,1283.19,1265.86,1282.81,837134800.0,3799.8481,2506.0237
1999-10-04,1282.81,1304.6,1282.81,1304.6,750126700.0,3864.5154,2548.672
1999-10-05,1304.6,1316.43,1286.44,1301.35,952451900.0,3855.0378,2542.4216
1999-10-06,1301.35,1325.46,1301.35,1325.4,844802200.0,3926.91,2589.8218
1999-10-07,1325.4,1328.03,1314.13,1317.64,769510400.0,3903.995,2574.7092
1999-10-08,1317.64,1336.57,1311.72,1336.02,826023200.0,3958.4526,2610.6245
1999-10-11,1336.02,1339.23,1332.96,1335.21,564582600.0,3956.0527,2609.0417
1999-10-12,1335.21,1335.77,1311.8,1313.04,729738700.0,3890.37,2565.7234
1999-10-13,1313.04,1313.04,1282.8,1285.55,795269000.0,3809.2065,2512.1956
1999-10-14,1285.55,1289.59,1267.75,1283.42,864787400.0,3802.9058,2508.0403
1999-10-15,1283.42,1283.42,1245.39,1247.41,911825800.0,3696.2043,2437.67
1999-10-18,1247.41,1254.13,1233.66,1254.13,840904200.0,3716.1453,2450.8213
1999-10-19,1254.13,1279.3,1254.13,1261.32,959224500.0,3737.4502,2464.8718
1999-10-20,1261.32,1289.44,1261.32,1289.43,877514100.0,3820.9773,2519.9585
1999-10-21,1289.43,1289.43,1265.61,1283.61,962753900.0,3803.7761,2508.6143
1999-10-22,1283.61,1308.89,1283.61,1301.65,884823200.0,3857.2676,2543.8923
1999-10-25,1301.65,1301.83,1286.08,1293.63,714272600.0,3833.5085,2528.223
1999-10-26,1293.63,1303.44,1281.86,1281.91,793728500.0,3798.7778,2505.3179
1999-10-27,1281.91,1299.39,1280.48,1296.71,841286300.0,3842.9304,2534.4368
1999-10-28,1296.71,1342.47,1296.71,1342.44,1057933300.0,3979.1191,2624.254
1999-10-29,1342.44,1373.22,1342.44,1362.93,1061494600.0,4039.875,2664.323
1999-11-01,1362.93,1367.37,1353.92,1354.12,782263600.0,4013.7986,2647.1252
1999-11-02,1354.12,1369.44,1346.49,1347.74,828875700.0,3994.9375,2634.6863
1999-11-03,1347.74,1360.44,1347.74,1354.93,823923900.0,4016.853,2649.14
1999-11-04,1354.93,1369.4,1354.93,1362.64,895525200.0,4039.753,2664.2424
1999-11-05,1362.64,1387.49,1362.64,1370.23,939570600.0,4062.305,2679.1155
1999-11-08,1370.23,1380.78,1363.73,1377.01,861409700.0,4082.7786,2692.6182
1999-11-09,1377.01,1383.81,1361.45,1365.28,833505200.0,4048.7927,2670.2043
1999-11-10,1365.28,1379.26,1360.19,1373.46,871435000.0,4073.4924,2686.4854
1999-11-11,1373.46,1382.12,1372.2,1381.46,827105700.0,4097.219,2702.1333
1999-11-12,1381.46,1396.12,1367.97,1396.06,861703100.0,4140.894,2730.9373
1999-11-15,1396.06,1398.59,1392.17,1394.39,718745500.0,4136.0303,2727.7295
1999-11-16,1394.39,1420.36,1394.39,1420.07,861484400.0,4212.384,2778.0847
1999-11-17,1420.07,1423.55,1410.69,1410.71,900844000.0,4185.157,2760.1287
1999-11-18,1410.71,1425.27,1410.71,1424.94,947527600.0,4227.5933,2788.1155
1999-11-19,1424.94,1424.94,1417.61,1422.0,832485800.0,4218.879,2782.3684
1999-11-22,1422.0,1425.15,1412.3,1420.94,806432200.0,4215.787,2780.3293
1999-11-23,1420.94,1424.1,1402.2,1404.64,850255600.0,4167.6226,2748.5647
1999-11-24,1404.64,1419.71,1399.17,1417.08,723571000.0,4204.5674,2772.9297
1999-11-26,1417.08,1425.24,1416.14,1416.62,297481300.0,4203.509,2772.2317
1999-11-29,1416.62,1416.62,1404.15,1407.83,831567600.0,4178.067,2755.4526
1999-11-30,1407.83,1410.59,1386.95,1388.91,903245300.0,4121.981,2718.4639
1999-12-01,1388.91,1400.12,1387.38,1397.72,874440800.0,4149.019,2736.2954
1999-12-02,1397.72,1409.04,1397.72,1409.04,844559500.0,4182.654,2758.4778
1999-12-03,1409.04,1447.42,1409.04,1433.3,980719300.0,4254.6763,2805.9768
1999-12-06,1433.3,1434.15,1418.25,1423.33,829805700.0,4225.176,2786.5212
1999-12-07,1423.33,1426.81,1409.17,1409.17,993001400.0,4183.236,2758.8618
1999-12-08,1409.17,1415.66,1403.88,1403.88,889423100.0,4167.9077,2748.7527
1999-12-09,1403.88,1418.46,1391.5,1408.11,1070406100.0,4180.537,2757.0818
1999-12-10,1408.11,1421.58,1405.65,1417.04,912436500.0,4207.0576,2774.572
1999-12-13,1417.04,1421.58,1410.1,1415.22,873413400.0,4202.427,2771.518
1999-12-14,1415.22,1418.3,1401.59,1403.17,1007796000.0,4166.6997,2747.9558
1999-12-15,1403.17,1417.34,1395.93,1413.32,1082006300.0,4196.982,2767.9275
1999-12-16,1413.32,1422.94,1408.35,1418.78,1025224300.0,4213.4,2778.7551
1999-12-17,1418.78,1431.77,1418.78,1421.03,1376225200.0,4220.115,2783.1838
1999-12-20,1421.03,1429.16,1411.1,1418.09,844260100.0,4211.4834,2777.4912
1999-12-21,1418.09,1436.47,1414.8,1433.43,918163100.0,4257.0728,2807.5576
1999-12-22,1433.43,1440.02,1429.05,1436.13,809012700.0,4265.59,2813.1743
1999-12-23,1436.13,1461.44,1436.13,1458.34,688021300.0,4331.601,2856.709
1999-12-27,1458.34,1463.19,1450.83,1457.1,661156200.0,4327.918,2854.28
1999-12-28,1457.09,1462.68,1452.78,1457.66,559032100.0,4329.588,2855.3813
1999-12-29,1457.66,1466.1,1457.66,1463.46,467431200.0,4347.3853,2867.119
1999-12-30,1463.46,1473.1,1462.6,1464.47,464063000.0,4350.459,2869.146
1999-12-31,1464.47,1472.42,1463.36,1469.25,325410700.0,4364.6934,2878.5337
2000-01-03,1469.25,1478.0,1438.36,1455.22,997213900.0,4323.048,2851.0684
2000-01-04,1455.22,1455.22,1397.43,1399.42,1071554100.0,4157.422,2741.8374
2000-01-05,1399.42,1413.27,1377.68,1402.11,1264023700.0,4165.779,2747.3486
2000-01-06,1402.11,1411.9,1392.02,1403.45,1177726200.0,4170.591,2750.5222
2000-01-07,1403.45,1441.47,1400.73,1441.47,1282553600.0,4283.575,2825.036
2000-01-10,1441.47,1464.36,1441.47,1457.6,1101716400.0,4331.5923,2856.7036
2000-01-11,1457.6,1458.66,1434.42,1438.56,1114767500.0,4275.1377,2819.4712
2000-01-12,1438.56,1442.6,1427.08,1432.25,1081546200.0,4256.6445,2807.2751
2000-01-13,1432.25,1454.2,1432.25,1449.68,1014537700.0,4308.4463,2841.4387
2000-01-14,1449.68,1473.0,1449.68,1465.15,1155032600.0,4354.4233,2871.7605
2000-01-18,1465.15,1465.15,1451.3,1455.14,1061503500.0,4324.715,2852.1675
2000-01-19,1455.14,1461.39,1448.68,1455.9,1082748800.0,4327.1665,2853.7844
2000-01-20,1455.9,1465.71,1438.54,1445.57,1105281900.0,4296.4756,2833.5437
2000-01-21,1445.57,1453.18,1439.6,1441.36,1207143600.0,4283.963,2825.2915
2000-01-24,1441.36,1454.09,1395.42,1401.53,1087670800.0,4165.614,2747.24
2000-01-25,1401.53,1414.26,1388.49,1410.03,1120845700.0,4190.8774,2763.9014
2000-01-26,1410.03,1412.73,1400.16,1404.09,1128771500.0,4173.349,2752.3413
2000-01-27,1404.09,1418.86,1380.71,1398.56,1201663700.0,4157.205,2741.6943
2000-01-28,1398.56,1398.56,1356.2,1360.16,1119165600.0,4043.4243,2666.6555
2000-01-31,1360.16,1394.5,1350.05,1394.46,1067393600.0,4145.401,2733.9092
2000-02-01,1394.46,1412.49,1384.79,1409.28,1007185800.0,4189.457,2762.9646
2000-02-02,1409.28,1420.61,1403.49,1409.12,1016503600.0,4189.385,2762.9167
2000-02-03,1409.12,1425.78,1398.52,1424.97,1096155900.0,4236.8833,2794.2422
2000-02-04,1424.97,1435.91,1420.63,1424.37,1007886900.0,4235.231,2793.1526
2000-02-07,1424.37,1427.15,1413.33,1424.24,872167300.0,4234.9214,2792.9485
2000-02-08,1424.24,1441.83,1424.24,1441.72,1071360800.0,4287.16,2827.4004
2000-02-09,1441.72,1444.55,1411.65,1411.7,1027243900.0,4198.804,2769.1292
2000-02-10,1411.7,1422.1,1406.43,1416.83,1015803800.0,4214.0806,2779.2039
2000-02-11,1416.83,1416.83,1378.89,1387.12,996076000.0,4126.138,2721.2056
2000-02-14,1387.12,1394.93,1380.53,1389.94,879502800.0,4134.6875,2726.844
2000-02-15,1389.94,1407.72,1376.25,1402.05,1065716200.0,4170.7456,2750.6245
2000-02-16,1402.05,1404.55,1385.58,1387.67,977518500.0,4128.6997,2722.8948
2000-02-17,1387.67,1399.88,1380.07,1388.26,1061642100.0,4130.505,2724.0852
2000-02-18,1388.26,1388.59,1345.32,1346.09,1087046700.0,4005.0403,2641.341
2000-02-22,1346.09,1358.11,1331.88,1352.17,982790500.0,4023.2004,2653.3176
2000-02-23,1352.17,1370.11,1342.44,1360.69,1055986800.0,4048.8953,2670.2634
2000-02-24,1360.69,1364.8,1329.88,1353.43,1269892200.0,4027.393,2656.0828
2000-02-25,1353.43,1362.14,1329.15,1333.36,1093071600.0,3967.997,2616.9106
2000-02-28,1333.36,1360.82,1325.02,1348.05,1121266200.0,4012.201,2646.0635
2000-02-29,1348.05,1369.63,1348.05,1366.42,1151877100.0,4066.895,2682.1345
2000-03-01,1366.42,1383.46,1366.42,1379.19,1283640600.0,4105.7793,2707.7788
2000-03-02,1379.19,1386.56,1370.35,1381.76,1242000800.0,4113.5107,2712.8777
2000-03-03,1381.76,1410.88,1381.76,1409.17,1182376600.0,4195.1294,2766.7056
2000-03-06,1409.17,1409.74,1384.75,1391.28,1022073700.0,4142.3496,2731.8972
2000-03-07,1391.28,1399.21,1349.99,1355.62,1280171000.0,4036.2961,2661.9543
2000-03-08,1355.62,1373.79,1346.62,1366.7,1178900500.0,4069.7266,2684.002
2000-03-09,1366.7,1401.82,1357.59,1401.69,1176790900.0,4174.0146,2752.7803
2000-03-10,1401.69,1413.46,1392.07,1395.07,1196319000.0,4154.3013,2739.7793
2000-03-13,1395.07,1398.39,1364.84,1383.62,1063894200.0,4120.709,2717.625
2000-03-14,1383.62,1395.38,1359.15,1359.15,1177947800.0,4047.871,2669.5881
2000-03-15,1359.15,1397.99,1356.99,1392.15,1375033900.0,4146.3154,2734.5125
2000-03-16,1392.15,1458.47,1392.15,1458.47,1508847500.0,4344.4253,2865.1667
2000-03-17,1458.47,1477.33,1453.27,1464.47,1347617500.0,4362.309,2876.9612
2000-03-20,1464.47,1470.3,1448.43,1456.63,952892800.0,4339.025,2861.6055
2000-03-21,1456.63,1493.92,1446.06,1493.87,1103027100.0,4449.956,2934.765
2000-03-22,1493.87,1505.08,1487.33,1500.64,1100379600.0,4470.186,2948.1064
2000-03-23,1500.64,1532.5,1492.39,1527.35,1188286700.0,4549.7593,3000.5854
2000-03-24,1527.35,1552.87,1516.83,1527.46,1114965600.0,4550.087,3000.8015
2000-03-27,1527.46,1534.63,1518.46,1523.86,940859000.0,4539.363,2993.729
2000-03-28,1523.86,1527.36,1507.09,1507.73,986887400.0,4491.363,2962.0728
2000-03-29,1507.73,1521.45,1497.45,1508.52,1101178400.0,4494.313,2964.0183
2000-03-30,1508.52,1517.38,1474.63,1487.92,1305067300.0,4433.003,2923.584
2000-03-31,1487.92,1519.81,1484.38,1498.58,1218784500.0,4464.762,2944.5298
2000-04-03,1498.58,1507.19,1486.96,1505.97,1243111300.0,4486.8135,2959.0725
2000-04-04,1505.98,1526.45,1417.22,1494.73,1858811400.0,4453.4644,2937.0786
2000-04-05,1494.73,1506.55,1478.05,1487.37,1182385400.0,4431.8496,2922.8235
2000-04-06,1487.37,1511.76,1487.37,1501.34,1104503300.0,4474.252,2950.788
2000-04-07,1501.34,1518.68,1501.34,1516.35,945718500.0,4518.9883,2980.292
2000-04-10,1516.35,1527.19,1503.35,1504.46,949688300.0,4483.554,2956.9229
2000-04-11,1504.46,1512.8,1486.78,1500.59,1082009100.0,4472.2275,2949.453
2000-04-12,1500.59,1509.1,1466.15,1467.17,1400997600.0,4372.9336,2883.968
2000-04-13,1467.17,1477.52,1439.34,1440.51,1254945800.0,4293.4775,2831.5664
2000-04-14,1440.51,1440.51,1339.4,1356.56,1579312800.0,4043.2622,2666.5486
2000-04-17,1356.56,1401.53,1346.5,1401.44,1501290800.0,4177.0283,2754.7676
2000-04-18,1401.44,1441.61,1397.81,1441.61,1249362000.0,4296.9473,2833.8547
2000-04-19,1441.61,1447.69,1424.26,1427.47,1092002600.0,4254.926,2806.1414
2000-04-20,1427.47,1435.49,1422.08,1434.54,929453200.0,4276.045,2820.0698
2000-04-24,1434.54,1434.54,1407.13,1429.86,1132872100.0,4262.1274,2810.8909
2000-04-25,1429.86,1477.67,1429.86,1477.44,1166014000.0,4403.9536,2904.426
2000-04-26,1477.44,1482.94,1456.98,1460.99,1078994600.0,4355.254,2872.308
2000-04-27,1460.99,1469.21,1434.81,1464.92,1113020800.0,4367.3984,2880.3176
2000-04-28,1464.92,1473.62,1448.15,1452.43,1005306100.0,4330.41,2855.9236
2000-05-01,1452.43,1481.51,1452.43,1468.25,964086500.0,4377.579,2887.0317
2000-05-02,1468.25,1468.25,1445.22,1446.29,1021715700.0,4312.149,2843.8804
2000-05-03,1446.29,1446.29,1398.36,1415.1,1124926000.0,4219.594,2782.8403
2000-05-04,1415.1,1420.99,1404.94,1409.57,944761300.0,4203.233,2772.0498
2000-05-05,1409.57,1436.03,1405.08,1432.63,839850000.0,4272.045,2817.4316
2000-05-08,1432.63,1432.63,1417.05,1424.17,839042000.0,4247.1997,2801.0205
2000-05-09,1424.17,1430.28,1401.85,1412.14,968461200.0,4211.5376,2777.5015
2000-05-10,1412.14,1412.14,1375.14,1383.05,1184850400.0,4125.814,2720.871
2000-05-11,1383.05,1410.26,1383.05,1407.81,1070498800.0,4200.4897,2770.118
2000-05-12,1407.81,1430.13,1407.81,1420.96,914308700.0,4239.817,2796.0535
2000-05-15,1420.96,1452.39,1416.54,1452.36,886786200.0,4333.6113,2857.9084
2000-05-16,1452.36,1470.4,1450.76,1466.04,1020451000.0,4374.476,2884.8577
2000-05-17,1466.04,1466.04,1441.67,1447.8,880953800.0,4320.459,2849.2346
2000-05-18,1447.8,1458.04,1436.59,1437.21,893669000.0,4289.0674,2828.5327
2000-05-19,1437.21,1437.21,1401.74,1406.95,1018614000.0,4198.918,2769.0815
2000-05-22,1406.95,1410.55,1368.73,1400.72,1076319700.0,4180.325,2756.82
2000-05-23,1400.72,1404.04,1373.6,1373.86,978839100.0,4100.2163,2703.99
2000-05-24,1373.86,1401.75,1361.09,1399.05,1492434000.0,4175.6,2753.704
2000-05-25,1399.05,1411.65,1373.93,1381.52,1157144000.0,4123.3804,2719.2664
2000-05-26,1381.52,1391.42,1369.75,1378.02,776666000.0,4113.263,2712.5945
2000-05-30,1378.02,1422.45,1378.02,1422.45,981203300.0,4246.2607,2800.3027
2000-05-31,1422.44,1434.49,1415.5,1420.6,1070428300.0,4241.5386,2797.1887
2000-06-01,1420.6,1448.81,1420.6,1448.81,1062636300.0,4325.8438,2852.786
2000-06-02,1448.81,1483.23,1448.81,1477.26,1231136500.0,4410.7935,2908.8083
2000-06-05,1477.26,1477.28,1464.68,1467.63,896413600.0,4382.0977,2889.8838
2000-06-06,1467.63,1471.36,1454.74,1457.84,996974700.0,4352.9155,2870.6392
2000-06-07,1457.84,1474.64,1455.06,1471.36,869773100.0,4393.783,2897.5903
2000-06-08,1471.36,1475.65,1456.49,1461.67,943178000.0,4364.9497,2878.5752
2000-06-09,1461.67,1472.67,1454.96,1456.95,823999500.0,4350.8545,2869.2798
2000-06-12,1456.95,1462.93,1445.99,1446.0,841777300.0,4318.2324,2847.7664
2000-06-13,1446.0,1470.42,1442.38,1469.44,989953800.0,4388.7476,2894.2695
2000-06-14,1469.44,1483.62,1467.71,1470.54,994230400.0,4392.2305,2896.5662
2000-06-15,1470.54,1482.04,1464.62,1478.73,1087054100.0,4416.6973,2912.7014
2000-06-16,1478.73,1480.77,1460.42,1464.46,1314515800.0,4374.537,2884.898
2000-06-19,1464.46,1488.93,1459.05,1486.0,1013388900.0,4438.96,2927.3833
2000-06-20,1486.0,1487.32,1470.18,1475.95,1069337200.0,4408.956,2907.5962
2000-06-21,1475.95,1482.19,1468.0,1479.13,1034511700.0,4418.483,2913.8792
2000-06-22,1479.13,1479.13,1448.03,1452.18,1070736300.0,4338.124,2860.8845
2000-06-23,1452.18,1459.94,1438.31,1441.48,884343700.0,4306.1597,2839.8047
2000-06-26,1441.48,1459.66,1441.48,1455.31,917009200.0,4347.4746,2867.0508
2000-06-27,1455.31,1463.44,1450.55,1450.55,1008139100.0,4333.255,2857.673
2000-06-28,1450.55,1467.6,1450.55,1454.82,1104027600.0,4346.6406,2866.501
2000-06-29,1454.82,1455.14,1434.63,1442.39,1134562700.0,4309.5356,2842.031
2000-06-30,1442.39,1454.68,1438.71,1454.6,1257349500.0,4346.1035,2866.1467
2000-07-03,1454.6,1469.58,1450.85,1469.54,434208000.0,4391.219,2895.8994
2000-07-05,1469.54,1469.54,1442.45,1446.23,1017595200.0,4322.4062,2850.5188
2000-07-06,1446.23,1461.65,1439.56,1456.67,1021193300.0,4354.145,2871.45
2000-07-07,1456.67,1484.12,1456.67,1478.9,1009821500.0,4420.5933,2915.2708
2000-07-10,1478.9,1486.56,1474.76,1475.62,893728300.0,4410.7886,2908.805
2000-07-11,1475.62,1488.77,1470.48,1480.88,1040608300.0,4426.6587,2919.271
2000-07-12,1480.88,1497.69,1480.88,1492.92,1050211900.0,4462.9194,2943.1836
2000-07-13,1492.92,1501.39,1489.65,1495.84,1129303800.0,4471.714,2948.9834
2000-07-14,1495.84,1509.99,1494.56,1509.98,1017692400.0,4513.989,2976.8628
2000-07-17,1509.98,1517.32,1505.26,1510.49,1002220800.0,4515.5137,2977.8684
2000-07-18,1510.49,1510.49,1491.35,1493.74,1007322100.0,4465.4814,2944.8733
2000-07-19,1493.74,1495.63,1479.92,1481.96,1019829900.0,4430.4683,2921.783
2000-07-20,1481.96,1501.92,1481.96,1495.57,1239121700.0,4471.168,2948.6235
2000-07-21,1495.57,1495.57,1477.91,1480.19,1082930700.0,4425.188,2918.3008
2000-07-24,1480.19,1485.88,1463.8,1464.29,975513100.0,4377.8926,2887.1108
2000-07-25,1464.29,1476.23,1464.29,1474.47,1009613300.0,4408.3354,2907.187
2000-07-26,1474.47,1474.47,1452.42,1452.42,1260891100.0,4342.4756,2863.7542
2000-07-27,1452.42,1464.91,1445.33,1449.62,1198471200.0,4334.417,2858.4397
2000-07-28,1449.62,1456.68,1413.89,1419.89,1171020500.0,4245.683,2799.9219
2000-07-31,1419.89,1437.65,1418.71,1430.83,1074621000.0,4278.421,2821.5117
